Minute;1 Stunde;2 Stunden;3 Stunden;4 Stunden;6 Stunden;9 Stunden;1 Tag;2 Tage;3 Tage;4 Tage;5 Tage;Versicherung;Feiertag;km
0,36;14,98;26,98;35,98;44,98;62,98;81,98;89,99;179,99;269,99;319,99;364,99;7,99;10;0,26
